Article,Journal
9709109,Phys.Rev.
9709114,Nucl.Phys.Proc.Suppl.
9709115,Phys.Lett.
9709116,Nucl.Phys.
9709119,Mod.Phys.Lett.
9709120,Acta
9709122,Nucl.Phys.
9709123,Nucl.Phys.Proc.Suppl.
9709129,Nucl.Phys.
9709134,Phys.Rev.
9709137,Phys.Rev.
9709139,Nucl.Phys.
9709140,Phys.Lett.
9709141,Nucl.Phys.
9709144,Eur.Phys.J.
9709145,Phys.Lett.
9709147,Phys.Lett.
9709148,Phys.Lett.
9709149,Phys.
9709151,Theor.Math.Phys.
9709152,Nucl.Phys.
9709155,Phys.Rev.
9709157,Int.J.Theor.Phys.
9709158,Phys.Rev.
9709159,Nucl.Phys.Proc.Suppl.
9709160,Nucl.Phys.Proc.Suppl.
9709163,Phys.Rev.
9709165,Phys.Rev.
9709171,Nucl.Phys.Proc.Suppl.
9709173,Mod.Phys.Lett.
9709174,Nucl.Phys.
9709175,Nucl.Phys.
9709176,J.Math.Phys.
9709177,Phys.Lett.
9709178,Phys.Lett.
9709185,Phys.Lett.
9709186,Phys.Rev.
9709189,Phys.Rev.
9709201,Int.J.Mod.Phys.
9709202,Nucl.Phys.Proc.Suppl.
9709204,J.Phys.
9709206,Nucl.Phys.Proc.Suppl.
9709209,Nucl.Phys.Proc.Suppl.
9709213,Nucl.Phys.
9709214,Phys.Lett.
9709216,J.Math.Phys.
9709219,JHEP
9709220,Adv.Theor.Math.Phys.
9709221,Phys.Lett.
9709223,Phys.Rev.
9709224,Phys.Rev.
9709228,Nucl.Phys.
9710002,J.Math.Phys.
9710007,JHEP
9710010,Mod.Phys.Lett.
9710013,Mod.Phys.Lett.
9710014,JHEP
9710015,Nucl.Phys.
9710020,Phys.Lett.
9710022,Nucl.Phys.
9710023,Phys.Lett.
9710024,Nucl.Phys.
9710025,Phys.Rev.
9710026,Phys.Lett.
9710027,Nucl.Phys.
9710028,Int.J.Mod.Phys.
9710029,Phys.Lett.
9710031,Phys.Lett.
9710034,Phys.Lett.
9710037,Mod.Phys.Lett.
9710041,J.Math.Phys.
9710048,Commun.Math.Phys.
9710049,Nucl.Phys.
9710050,Int.J.Mod.Phys.
9710051,Nucl.Phys.
9710052,Phys.Lett.
9710053,Nucl.Phys.
9710055,Annals
9710056,J.Phys.
9710057,Phys.Lett.
9710058,Phys.Lett.
9710061,J.Math.Phys.
9710062,Phys.Lett.
9710065,JHEP
9710066,Phys.Lett.
9710068,Phys.Lett.
9710070,Int.J.Mod.Phys.
9710072,Commun.Math.Phys.
9710073,Adv.Theor.Math.Phys.
9710074,Mod.Phys.Lett.
9710082,Nucl.Phys.
9710083,Phys.Rev.Lett.
9710084,J.Math.Phys.
9710087,Phys.Rev.
9710091,Annals
9710093,J.Phys.
9710099,Nucl.Phys.
9710100,Class.Quant.Grav.
9710102,Nucl.Phys.Proc.Suppl.
9710103,Acta
9710105,Nucl.Phys.
9710109,Int.J.Mod.Phys.
9710112,Phys.Lett.
9710116,JHEP
9710117,J.Math.Phys.
9710118,Nucl.Phys.
9710121,Phys.Lett.
9710124,Phys.Lett.
9710126,Nucl.Phys.
9710127,Nucl.Phys.
9710128,Phys.Rev.
9710131,Prog.Theor.Phys.
9710132,Int.J.Mod.Phys.
9710133,J.Phys.
9710135,Nucl.Phys.Proc.Suppl.
9710136,Fortsch.Phys.
9710140,Class.Quant.Grav.
9710143,Mod.Phys.Lett.
9710144,Mod.Phys.Lett.
9710146,Nucl.Phys.
9710149,Int.J.Mod.Phys.
9710151,Phys.Lett.
9710153,Commun.Math.Phys.
9710155,Int.J.Mod.Phys.
9710159,Int.
9710161,Phys.Lett.
9710162,Phys.Lett.
9710163,Nucl.Phys.
9710164,Phys.Lett.
9710168,J.Geom.Phys.
9710176,J.Math.Phys.
9710178,Phys.Lett.
9710179,Annals
9710183,Mod.Phys.Lett.
9710184,Mod.Phys.Lett.
9710185,Phys.Lett.
9710186,J.Math.Phys.
9710189,Phys.Lett.
9710193,J.Phys.
9710198,Nucl.Phys.Proc.Suppl.
9710206,Nucl.Phys.
9710208,Nucl.Phys.
9710209,Mod.Phys.Lett.
9710212,Nucl.Phys.
9710213,Phys.Rev.
9710215,Nucl.Phys.Proc.Suppl.
9710217,Phys.Rev.
9710218,Phys.Rev.
9710219,Phys.Lett.
9710221,Phys.Rev.
9710223,JHEP
9710227,Phys.Rev.
9710228,JHEP
9710229,Phys.Lett.
9710230,JHEP
9710231,Nucl.Phys.Proc.Suppl.
9710233,Phys.Rev.
9710237,Int.J.Mod.Phys.
9710239,Nucl.Phys.
9710240,Phys.Rev.
9710241,Phys.Rev.Lett.
9710243,Class.Quant.Grav.
9710244,Nucl.Phys.
9710248,Nucl.Phys.
9710250,Nucl.Phys.
9711001,Nucl.Phys.
9711002,Nucl.Phys.Proc.Suppl.
9711005,JHEP
9711006,Phys.Lett.
9711008,Phys.Rev.
9711011,Phys.Lett.
9711015,JHEP
9711016,Phys.Rev.
9711020,Fortsch.Phys.
9711022,J.Phys.
9711023,Nucl.Phys.
9711024,Nucl.Phys.
9711028,Phys.Lett.
9711030,Phys.Lett.
9711031,Phys.Lett.
9711032,Phys.Rev.
9711035,Phys.Rev.
9711036,Adv.Theor.Math.Phys.
9711038,Phys.Lett.
9711039,Nucl.Phys.
9711042,Phys.Rev.
9711044,Phys.Lett.
9711045,Commun.Math.Phys.
9711046,Nucl.Phys.
9711047,Phys.Lett.
9711048,Phys.Lett.
9711052,Phys.Rev.Lett.
9711053,JHEP
9711055,Nucl.Phys.
9711056,Mod.Phys.Lett.
9711057,Phys.Rev.
9711058,Lett.Math.Phys.
9711060,Prog.Theor.Phys.
9711061,Annals
9711063,Phys.Lett.
9711066,J.Math.Phys.
9711067,Adv.Theor.Math.Phys.
9711069,Nucl.Phys.
9711072,Nucl.Phys.
9711074,Nucl.Phys.
9711078,Adv.Theor.Math.Phys.
9711079,Mod.Phys.Lett.
9711087,Nucl.Phys.
9711088,Nucl.Phys.
9711089,Nucl.Phys.
9711091,Commun.Math.Phys.
9711092,J.Phys.
9711093,Int.J.Mod.Phys.
9711094,Phys.Lett.
9711098,Nucl.Phys.
9711100,Prog.Theor.Phys.
9711105,Phys.Lett.
9711107,JHEP
9711110,Phys.Lett.
9711114,Nucl.Phys.
9711116,Phys.Lett.
9711117,Mod.Phys.Lett.
9711123,Mod.Phys.Lett.
9711124,Nucl.Phys.
9711125,Phys.Lett.
9711129,Phys.Rev.
9711135,Nucl.Phys.
9711138,Nucl.Phys.
9711141,Int.J.Theor.Phys.
9711143,Nucl.Phys.
9711144,Phys.Rev.
9711145,Nucl.Phys.
9711146,Nucl.Phys.
9711151,Phys.Lett.
9711152,Phys.Rev.
9711153,Int.J.Mod.Phys.
9711154,Mod.Phys.Lett.
9711155,Phys.Lett.
9711156,Nucl.Phys.
9711162,JHEP
9711163,Mod.Phys.Lett.
9711164,Nucl.Phys.
9711166,Phys.Rev.
9711170,Nucl.Phys.
9711172,Nucl.Phys.
9711173,Phys.Rev.
9711177,Prog.Theor.Phys.
9711179,JHEP
9711183,Phys.Rev.
9711188,Nuovo
9711189,Int.J.Mod.Phys.
9711190,Phys.Lett.
9711191,JHEP
9711194,Phys.Lett.
9711196,Mod.Phys.Lett.
9711197,Phys.Rev.
9711203,Int.J.Mod.Phys.
9711205,JHEP
9712007,JHEP
9712008,Phys.Lett.
9712012,Nucl.Phys.Proc.Suppl.
9712013,Nucl.Phys.
9712015,Phys.Lett.
9712021,Phys.Rev.
9712023,Nucl.Phys.
9712025,Phys.Rev.
9712028,JHEP
9712029,Phys.Rev.
9712032,Phys.Rev.
9712033,Int.J.Mod.Phys.
9712035,Nucl.Phys.
9712038,Phys.Rev.
9712039,Phys.Lett.
9712040,Nucl.Phys.
9712041,Eur.Phys.J.
9712044,Phys.Rev.
9712046,Phys.Rev.
9712047,Nucl.Phys.
9712048,Adv.Theor.Math.Phys.
9712050,Nucl.Phys.
9712052,J.Math.Phys.
9712053,Mod.Phys.Lett.
9712054,Prog.Theor.Phys.
9712056,Phys.Rev.
9712058,Phys.Lett.
9712060,Int.J.Mod.Phys.
9712062,Nucl.Phys.Proc.Suppl.
9712063,JHEP
9712065,JHEP
9712066,Phys.Rev.
9712070,Phys.Lett.
9712075,JHEP
9712077,Nucl.Phys.
9712078,Class.Quant.Grav.
9712084,Nucl.Phys.
9712085,Nucl.Phys.
9712086,JHEP
9712087,Phys.Lett.
9712089,J.Math.Phys.
9712091,Class.Quant.Grav.
9712093,Nucl.Phys.
9712094,Phys.Rev.
9712096,Phys.Rev.
9712100,J.Phys.
9712105,Nucl.Phys.
9712108,Phys.Rev.
9712111,Nucl.Phys.
9712115,Nucl.Phys.
9712116,Phys.Rev.
9712119,Lett.Math.Phys.
9712120,Prog.Theor.Phys.
9712121,Nucl.Phys.
9712122,Phys.Rev.
9712124,Annals
9712125,Nucl.Phys.
9712126,Phys.Rev.Lett.
9712130,Phys.Rev.
9712133,Int.J.Mod.Phys.
9712135,Fortsch.Phys.
9712136,Phys.Lett.
9712137,Phys.Lett.
9712138,Nucl.Phys.
9712145,Nucl.Phys.
9712150,JHEP
9712151,Nucl.Phys.
9712159,Nucl.Phys.
9712161,Phys.Lett.
9712162,Phys.Lett.
9712167,Phys.Lett.
9712171,Acta
9712173,Phys.Lett.
9712176,Phys.Lett.
9712177,Phys.Lett.
9712179,Mod.Phys.Lett.
9712182,Commun.Math.Phys.
9712185,Phys.Lett.
9712186,Nucl.Phys.
9712187,JHEP
9712188,Acta
9712193,Nucl.Phys.
9712195,Nucl.Phys.Proc.Suppl.
9712197,Nucl.Phys.
9712198,Class.Quant.Grav.
9712199,Phys.Lett.
9712200,Mod.Phys.Lett.
9712203,Phys.Lett.
9712204,Int.J.Mod.Phys.
9712210,Nucl.Phys.
9712211,Nucl.Phys.
9712214,Phys.Rev.
9712216,Acta
9712218,Phys.Rev.
9712222,J.Phys.
9712223,Phys.Rev.Lett.
9712224,Phys.Rev.
9712227,Int.J.Mod.Phys.
9712229,Acta
9712233,Phys.Lett.
9712234,Nuovo
9712238,Phys.Rev.
9712241,Commun.Math.Phys.
9712242,Int.J.Mod.Phys.
9712248,Phys.Rev.
9712249,J.Math.Phys.
9712252,Phys.Rev.
9712253,Class.Quant.Grav.
9712258,Nucl.Phys.
9801002,JHEP
9801003,Fortsch.Phys.
9801019,Phys.Lett.
9801021,Phys.Rev.
9801024,Phys.Rev.
9801030,Nucl.Phys.
9801031,Phys.Lett.
9801032,Nucl.Phys.
9801034,Nucl.Phys.
9801035,Phys.Lett.
9801036,Nucl.Phys.
9801037,Mod.Phys.Lett.
9801039,Fortsch.Phys.
9801042,Phys.Rev.Lett.
9801044,Phys.Lett.
9801046,J.Phys.
9801048,Phys.Lett.
9801049,JHEP
9801051,Phys.Lett.
9801052,Phys.Lett.
9801053,Phys.Lett.
9801054,Nucl.Phys.
9801055,Phys.Lett.
9801057,Nucl.Phys.
9801060,Nucl.Phys.
9801062,Prog.Theor.Phys.
9801063,Phys.Rev.
9801064,Phys.Lett.
9801067,JHEP
9801069,Phys.Rev.
9801071,Class.Quant.Grav.
9801072,Nucl.Phys.
9801073,Phys.Rev.
9801074,Phys.Rev.
9801078,Phys.Rev.
9801086,Mod.Phys.Lett.
9801087,Nucl.Phys.
9801094,Phys.Lett.
9801095,Fortsch.Phys.
9801096,Nucl.Phys.
9801097,Phys.Lett.
9801098,Int.J.Mod.Phys.
9801099,JHEP
9801100,Fortsch.Phys.
9801101,J.Phys.
9801102,Fortsch.Phys.
9801103,Phys.Rev.
9801104,Phys.Lett.
9801107,Nucl.Phys.
9801110,Nucl.Phys.
9801111,Fortsch.Phys.
9801116,Fortsch.Phys.
9801118,JHEP
9801120,Nucl.Phys.
9801121,Phys.Lett.
9801122,Phys.Rev.
9801123,Phys.Rev.
9801125,Phys.Rev.
9801126,J.Phys.
9801127,Nucl.Phys.
9801128,Nucl.Phys.
9801130,Mod.Phys.Lett.
9801134,JHEP
9801135,Phys.Lett.
9801138,Phys.Rev.
9801141,Phys.Rev.Lett.
9801142,Phys.Lett.
9801146,Nucl.Phys.
9801147,Phys.Rev.
9801148,Phys.Lett.
9801150,Phys.Lett.
9801155,Class.Quant.Grav.
9801157,Phys.Rev.
9801158,Phys.Lett.
9801159,Nucl.Phys.
9801160,Phys.Rev.
9801163,Phys.Lett.
9801164,Prog.Theor.Phys.
9801165,Phys.Lett.
9801167,Phys.Lett.
9801171,Commun.Math.Phys.
9801172,Phys.Rev.
9801173,Phys.Rev.
9801176,Phys.Rev.
9801177,Annals
9801178,Phys.Lett.
9801183,Nucl.Phys.
9801186,Int.J.Mod.Phys.
9801187,Mod.Phys.Lett.
9801194,Phys.Lett.
9801195,Commun.Math.Phys.
9801201,Annals
9801203,Phys.Lett.
9801206,JHEP
9801207,Phys.Rev.
9802004,Phys.Rev.
9802005,Nucl.Phys.
9802010,Class.Quant.Grav.
9802012,Phys.Lett.
9802013,Phys.Rev.
9802016,Adv.Theor.Math.Phys.
9802018,Phys.Lett.
9802020,JHEP
9802021,Int.J.Mod.Phys.
9802022,Int.J.Mod.Phys.
9802023,J.Geom.Phys.
9802024,J.Phys.
9802026,Phys.Lett.
9802027,JHEP
9802030,Phys.Lett.
9802031,Int.J.Mod.Phys.
9802032,Nucl.Phys.
9802033,Nucl.Phys.
9802034,Phys.Lett.
9802040,Phys.Lett.
9802042,Phys.Rev.
9802043,Nucl.Phys.
9802045,Fortsch.Phys.
9802047,Nucl.Phys.
9802049,Phys.Lett.
9802056,Phys.Lett.
9802061,Phys.Lett.
9802063,Phys.Rev.
9802064,Phys.Lett.
9802065,Phys.Rev.
9802066,Annals
9802068,Commun.Math.Phys.
9802070,Phys.Lett.
9802077,Phys.Lett.
9802079,Theor.Math.Phys.
9802081,Phys.Rev.
9802082,Nucl.Phys.
9802083,Lett.Math.Phys.
9802085,Prog.Theor.Phys.
9802088,Nucl.Phys.
9802090,Nucl.Phys.
9802095,Nucl.Phys.
9802097,Phys.Lett.
9802101,Phys.Rev.Lett.
9802102,Phys.Lett.
9802107,Phys.Lett.
9802108,Phys.Rev.
9802115,J.Phys.
9802116,Phys.Rev.Lett.
9802117,Phys.Lett.
9802119,Mod.Phys.Lett.
9802122,J.Math.Phys.
9802125,Phys.Rev.
9802126,Phys.Lett.
9802127,Nucl.Phys.
9802131,Phys.Lett.
9802133,Nucl.Phys.
9802140,Phys.Lett.
9802143,Phys.Rev.
9802148,JHEP
9802150,Adv.Theor.Math.Phys.
9802154,Phys.Rev.
9802159,Phys.Rev.
9802160,Int.J.Mod.Phys.
9802161,Phys.Rev.
9802162,Nucl.Phys.
9802164,Phys.Lett.
9802166,Phys.Lett.
9802168,Nucl.Phys.
9802173,Phys.Rev.Lett.
9802174,Phys.Lett.
9802176,Nucl.Phys.
9802177,Phys.Lett.
9802182,JHEP
9802185,Commun.Math.Phys.
9802188,Phys.Lett.
9802191,Annals
9802193,Phys.Lett.
9802196,Nucl.Phys.
9802199,Phys.Lett.
9802200,Mod.Phys.Lett.
9802201,Nucl.Phys.
9802202,JHEP
9802203,Nucl.Phys.
9803001,Eur.Phys.J.
9803002,Phys.Rev.Lett.
9803003,Nucl.Phys.
9803004,Nucl.Phys.
9803005,Nucl.Phys.
9803006,J.Math.Phys.
9803011,Int.J.Mod.Phys.
9803012,Phys.Lett.
9803013,Lett.Math.Phys.
9803014,Phys.Lett.
9803017,Class.Quant.Grav.
9803018,Phys.Lett.
9803019,Phys.Lett.
9803023,Nucl.Phys.
9803024,Phys.Lett.
9803025,Phys.Lett.
9803029,Phys.Lett.
9803030,Nucl.Phys.
9803031,Nucl.Phys.
9803033,Phys.Lett.
9803034,Phys.Rev.
9803043,Mod.Phys.Lett.
9803044,Phys.Lett.
9803047,Phys.Lett.
9803049,Class.Quant.Grav.
9803050,JHEP
9803052,Nucl.Phys.
9803053,JHEP
9803056,Prog.Theor.Phys.
9803060,Phys.Lett.
9803064,Phys.Lett.
9803065,JHEP
9803066,Phys.Lett.
9803069,Phys.Rev.
9803071,Phys.Lett.
9803077,JHEP
9803078,Phys.Rev.
9803079,Eur.Phys.J.
9803080,Phys.Rev.
9803081,Phys.Rev.
9803082,Phys.Lett.
9803083,Phys.Lett.
9803084,Phys.Rev.
9803085,JHEP
9803088,Nucl.Phys.
9803090,Class.Quant.Grav.
9803092,Phys.Lett.
9803094,J.Math.Phys.
9803097,Nucl.Phys.
9803099,Phys.Rev.Lett.
9803104,Phys.Lett.
9803108,JHEP
9803109,Phys.Lett.
9803110,Phys.Lett.
9803112,Adv.Theor.Math.Phys.
9803114,Mod.Phys.Lett.
9803115,Phys.Rev.
9803118,Nucl.Phys.
9803126,Phys.Lett.
9803127,Phys.Lett.
9803129,Nucl.Phys.
9803130,Phys.Rev.
9803136,Nucl.Phys.
9803138,Nucl.Phys.
9803140,Nucl.Phys.
9803141,Phys.Rev.
9803144,Eur.Phys.J.
9803148,Phys.Lett.
9803149,Phys.Lett.
9803152,Nucl.Phys.
9803153,Int.J.Mod.Phys.
9803154,Nucl.Phys.
9803155,Phys.Rev.
9803157,Phys.Lett.
9803158,Phys.Rev.
9803160,Commun.Math.Phys.
9803161,Phys.Lett.
9803162,Nucl.Phys.
9803163,Commun.Math.Phys.
9803164,Phys.Rev.
9803166,Phys.Lett.
9803167,Nucl.Phys.
9803168,Nucl.Phys.
9803169,Int.J.Mod.Phys.
9803171,Phys.Lett.
9803172,Phys.Lett.
9803173,Nucl.Phys.
9803176,Mod.Phys.Lett.
9803177,Phys.Rev.
9803182,Mod.Phys.Lett.
9803187,J.Phys.
9803188,Phys.Rev.
9803190,Phys.Rev.
9803192,Phys.Lett.
9803193,Mod.Phys.Lett.
9803195,Phys.Rev.
9803196,Phys.Rev.Lett.
9803197,Phys.Rev.
9803201,JHEP
9803202,Theor.Math.Phys.
9803205,Adv.Theor.Math.Phys.
9803208,Phys.Rev.
9803209,Nucl.Phys.
9803210,Phys.Rev.
9803211,Int.J.Mod.Phys.
9803212,Nucl.Phys.
9803213,Theor.Math.Phys.
9803215,Class.Quant.Grav.
9803217,Int.J.Mod.Phys.
9803219,Phys.Rev.
9803221,Nucl.Phys.
9803222,Int.J.Mod.Phys.
9803224,Phys.Lett.
9803226,Phys.Rev.
9803227,Phys.Lett.
9803230,Nucl.Phys.
9803232,Nucl.Phys.
9803235,Phys.Rev.
9803238,Int.J.Mod.Phys.
9803240,Prog.Theor.Phys.
9803243,Commun.Math.Phys.
9803246,Phys.Rev.
9803248,Nucl.Phys.
9803249,Nucl.Phys.
9803250,Int.J.Mod.Phys.
9803251,Phys.Lett.
9803257,Phys.Rev.
9803260,JHEP
9803261,Phys.Rev.
9803262,Phys.Lett.
9803265,Commun.Math.Phys.
9804001,Int.J.Mod.Phys.
9804002,Phys.Rev.
9804005,Int.J.Mod.Phys.
9804006,Phys.Lett.
9804007,Phys.Lett.
9804009,Nucl.Phys.
9804010,Phys.Lett.
9804011,Nucl.Phys.
9804013,Nucl.Phys.
9804015,Phys.Lett.
9804018,Mod.Phys.Lett.
9804019,Phys.Lett.
9804022,Phys.Lett.
9804023,Phys.Lett.
9804027,Adv.Theor.Math.Phys.
9804029,Mod.Phys.Lett.
9804031,Phys.Lett.
9804035,Phys.Rev.
9804038,Nucl.Phys.
9804040,Nucl.Phys.
9804041,Nucl.Phys.
9804044,Fortsch.Phys.
9804046,Int.J.Mod.Phys.
9804047,Phys.Rev.
9804048,Eur.Phys.J.
9804050,J.Phys.
9804052,Nucl.Phys.
9804053,Nucl.Phys.
9804054,Int.J.Mod.Phys.
9804058,Nucl.Phys.
9804059,Nucl.Phys.
9804063,J.Phys.
9804064,Phys.Lett.
9804068,Phys.Lett.
9804069,Nucl.Phys.
9804077,Class.Quant.Grav.
9804080,Nucl.Phys.
9804081,Phys.Lett.
9804084,Int.J.Mod.Phys.
9804085,JHEP
9804088,Theor.Math.Phys.
9804090,Phys.Rev.Lett.
9804091,Phys.Rev.
9804094,Phys.Rev.
9804095,Phys.Rev.
9804097,Phys.Rev.
9804098,Annals
9804099,Phys.Rev.
9804101,Phys.Lett.
9804105,Nucl.Phys.
9804108,Adv.Theor.Math.Phys.
9804109,Nucl.Phys.
9804112,Lett.Math.Phys.
9804113,Phys.Lett.
9804117,Int.J.Mod.Phys.
9804118,Nucl.Phys.
9804119,Class.Quant.Grav.
9804121,Nucl.Phys.
9804123,Phys.Rev.
9804125,Nucl.Phys.
9804126,Nucl.Phys.
9804130,Nucl.Phys.
9804133,Annals
9804135,Phys.Lett.
9804137,Int.J.Mod.Phys.
9804139,Phys.Lett.
9804142,Phys.Rev.
9804144,Mod.Phys.Lett.
9804145,Int.J.Mod.Phys.
9804146,Nucl.Phys.
9804147,Int.J.Mod.Phys.
9804148,Int.J.Mod.Phys.
9804149,Phys.Lett.
9804150,Nucl.Phys.
9804152,Nucl.Phys.
9804157,Phys.Lett.
9804159,Phys.Lett.
9804160,Nucl.Phys.
9804161,Prog.Theor.Phys.
9804163,Nucl.Phys.
9804164,Nucl.Phys.
9804168,Mod.Phys.Lett.
9804170,JHEP
9804174,Phys.Rev.
9804175,JHEP
9804177,Phys.Rev.Lett.
9804180,Phys.Lett.
9804182,Phys.Lett.
9804183,Mod.Phys.Lett.
9804184,Phys.Rev.
9804186,J.Phys.
9804192,Mod.Phys.Lett.
9804197,Phys.Rev.
9804199,Phys.Lett.
9804201,Mod.Phys.Lett.
9804202,Phys.Lett.
9804204,Phys.Rev.
9804209,Phys.Lett.
9804210,Nucl.Phys.
9805001,Nucl.Phys.
9805005,Phys.Rev.
9805006,JHEP
9805007,Phys.Lett.
9805008,Commun.Math.Phys.
9805009,Theor.Math.Phys.
9805012,Phys.Rev.
9805013,Phys.Lett.
9805014,Phys.Lett.
9805018,Nucl.Phys.
9805020,Nucl.Phys.
9805023,Commun.Math.Phys.
9805025,Eur.Phys.J.
9805027,Eur.Phys.J.
9805028,Nucl.Phys.
9805030,JHEP
9805031,Mod.Phys.Lett.
9805034,Nucl.Phys.
9805035,Phys.Lett.
9805040,Int.J.Theor.Phys.
9805041,Phys.Rev.
9805042,J.Phys.
9805043,Phys.Rev.
9805044,Nucl.Phys.
9805045,Nucl.Phys.
9805046,JHEP
9805050,Class.Quant.Grav.
9805051,Nucl.Phys.
9805056,Adv.Theor.Math.Phys.
9805065,Nucl.Phys.
9805067,Mod.Phys.Lett.
9805069,Nucl.Phys.
9805070,Phys.Lett.
9805071,Phys.Lett.
9805073,JHEP
9805074,Int.J.Mod.Phys.
9805077,Phys.Lett.
9805078,JHEP
9805079,Phys.Lett.
9805081,Phys.Rev.
9805082,Phys.Rev.
9805086,Phys.Rev.Lett.
9805088,Phys.Rev.
9805089,Phys.Rev.
9805091,Mod.Phys.Lett.
9805092,Phys.Lett.
9805094,Nucl.Phys.
9805095,Nucl.Phys.
9805096,Nucl.Phys.
9805097,Nucl.Phys.
9805102,Int.J.Mod.Phys.
9805105,Nucl.Phys.
9805109,Nucl.Phys.
9805113,Phys.Lett.
9805116,Fortsch.Phys.
9805121,Phys.Rev.
9805122,JHEP
9805123,Nucl.Phys.
9805124,Annals
9805126,Mod.Phys.Lett.
9805128,Int.J.Mod.Phys.
9805129,Phys.Rev.
9805133,Nucl.Phys.
9805136,Phys.Rev.
9805138,Phys.Lett.
9805140,Commun.Math.Phys.
9805141,Nucl.Phys.
9805142,Nucl.Phys.
9805143,Nucl.Phys.
9805144,Phys.Rev.Lett.
9805145,Phys.Rev.
9805147,Mod.Phys.Lett.
9805151,J.Math.Phys.
9805153,Phys.Rev.
9805154,Nucl.Phys.
9805155,Nucl.Phys.
9805156,Nucl.Phys.
9805157,Phys.Rev.
9805158,JHEP
9805160,Nucl.Phys.
9805162,Phys.Lett.
9805163,Nucl.Phys.
9805164,Phys.Rev.
9805165,Phys.Rev.
9805166,Eur.Phys.J.
9805168,Nucl.Phys.
9805170,JHEP
9805171,Phys.Rev.
9805175,Phys.Lett.
9805178,Mod.Phys.Lett.
9805179,Nucl.Phys.
9805180,Nucl.Phys.
9805181,Phys.Lett.
9805182,Phys.Lett.
9805183,Phys.Rev.
9805187,Mod.Phys.Lett.
9805188,Phys.Lett.
9805189,Nucl.Phys.
9805191,JHEP
9805199,Phys.Lett.
9805202,Phys.Rev.
9805204,Phys.Rev.
9805206,JHEP
9805209,Phys.Lett.
9805211,Phys.Lett.
9805214,J.Phys.
9805218,Phys.Rev.
9805220,Nucl.Phys.
9806001,JHEP
9806003,Nucl.Phys.
9806004,Nucl.Phys.
9806006,Phys.Rev.
9806007,Phys.Rev.
9806008,Nucl.Phys.
9806009,Fortsch.Phys.
9806010,JHEP
9806011,Nucl.Phys.
9806016,Nucl.Phys.
9806017,Phys.Rev.
9806018,JHEP
9806019,Phys.Lett.
9806022,Phys.Rev.
9806023,Phys.Rev.
9806026,Class.Quant.Grav.
9806028,JHEP
9806030,Nucl.Phys.
9806031,Mod.Phys.Lett.
9806038,Phys.Lett.
9806041,JHEP
9806042,Nucl.Phys.
9806043,Nucl.Phys.
9806044,Phys.Rev.
9806046,Phys.Lett.
9806048,Nucl.Phys.
9806049,Phys.Lett.
9806051,Nucl.Phys.
9806052,Commun.Math.Phys.
9806053,Mod.Phys.Lett.
9806054,Nucl.Phys.
9806065,Phys.Rev.
9806066,Phys.Lett.
9806067,Mod.Phys.Lett.
9806068,Nucl.Phys.
9806069,Class.Quant.Grav.
9806072,Lett.Math.Phys.
9806075,Nucl.Phys.
9806078,Phys.Rev.
9806080,Nucl.Phys.
9806082,Nucl.Phys.
9806084,Phys.Lett.
9806085,Phys.Rev.
9806087,JHEP
9806088,Nucl.Phys.
9806095,Phys.Lett.
9806098,Prog.Theor.Phys.
9806099,Commun.Math.Phys.
9806102,Eur.Phys.J.
9806106,Nucl.Phys.
9806107,Mod.Phys.Lett.
9806108,Nucl.Phys.
9806110,Nucl.Phys.
9806111,Prog.Theor.Phys.
9806112,Phys.Rev.
9806114,Phys.Lett.
9806115,Nucl.Phys.
9806116,Phys.Lett.
9806117,J.Math.Phys.
9806118,Annals
9806119,Phys.Lett.
9806120,Nucl.Phys.
9806121,Phys.Lett.
9806125,Phys.Rev.
9806127,Phys.Rev.
9806133,Phys.Rev.
9806134,Phys.Lett.
9806135,J.Phys.
9806140,JHEP
9806141,Nucl.Phys.
9806145,Class.Quant.Grav.
9806146,JHEP
9806150,Mod.Phys.Lett.
9806151,Int.J.Theor.Phys.
9806153,Eur.Phys.J.
9806154,Int.J.Mod.Phys.
9806157,Phys.Rev.
9806158,JHEP
9806159,JHEP
9806160,Nucl.Phys.
9806161,Nucl.Phys.
9806162,Prog.Theor.Phys.
9806164,Phys.Lett.
9806167,Phys.Lett.
9806173,Phys.Lett.
9806176,Nucl.Phys.
9806178,Phys.Rev.
9806183,Mod.Phys.Lett.
9806184,Nucl.Phys.
9806185,Phys.Rev.Lett.
9806186,Class.Quant.Grav.
9806191,Phys.Lett.
9806192,Mod.Phys.Lett.
9806193,Phys.Rev.
9806196,Phys.Rev.
9806203,Phys.Rev.
9806205,Mod.Phys.Lett.
9806210,Mod.Phys.Lett.
9806211,Phys.Lett.
9806212,Int.J.Mod.Phys.
9806214,JHEP
9806216,Nucl.Phys.
9806217,Phys.Lett.
9806218,Nucl.Phys.
9806219,Int.J.Mod.Phys.
9806220,Phys.Rev.
9806224,Nucl.Phys.
9806225,Phys.Rev.
9806227,Phys.Rev.
9806230,Nucl.Phys.
9806235,JHEP
9806236,Nucl.Phys.
9806237,Phys.Rev.
9806239,Nucl.Phys.
9806242,Phys.Lett.
9806246,Nucl.Phys.
9806247,Mod.Phys.Lett.
9806248,Acta
9806249,J.Math.Phys.
9807004,Eur.Phys.J.
9807006,Int.J.Mod.Phys.
